genus,Species,decimalLongitude,decimalLatitude,country,continent,ecoregion,realm
Stiretrus,Stiretrus decastigmus,-50.53,-24.74,Brazil,South America,Araucaria moist forests,Neotropic
Stiretrus,Stiretrus decastigmus,-65.35,-24.72,Argentina,South America,Southern Andean Yungas,Neotropic
Stiretrus,Stiretrus decemguttatus,-57.97,-34.83,Argentina,South America,Humid Pampas,Neotropic
Stiretrus,Stiretrus decemguttatus,-60.5,-26.33,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-64.58,-32.25,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-64.48,-31.08,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-64.59,-31.35,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-65.04,-32.21,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-65,-31.72,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-65.14,-31.94,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-58.76,-28.13,Argentina,South America,Humid Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-59,-32,Argentina,South America,Humid Pampas,Neotropic
Stiretrus,Stiretrus decemguttatus,-57.71,-25.28,Argentina,South America,Humid Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-67,-29.58,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus decemguttatus,-55.4,-27.93,Argentina,South America,Southern Cone Mesopotamian savanna,Neotropic
Stiretrus,Stiretrus decemguttatus,-54.68,-27.02,Argentina,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-55.8,-27.47,Argentina,South America,Southern Cone Mesopotamian savanna,Neotropic
Stiretrus,Stiretrus decemguttatus,-55.33,-27.25,Argentina,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-64.32,-23.13,Argentina,South America,Southern Andean Yungas,Neotropic
Stiretrus,Stiretrus decemguttatus,-60.63,-32.94,Argentina,South America,Paraná flooded savanna,Neotropic
Stiretrus,Stiretrus decemguttatus,-60.74,-31.68,Argentina,South America,Paraná flooded savanna,Neotropic
Stiretrus,Stiretrus decemguttatus,-65.22,-26.82,Argentina,South America,Southern Andean Yungas,Neotropic
Stiretrus,Stiretrus decemguttatus,-56,-13,Brazil,South America,Cerrado,Neotropic
Stiretrus,Stiretrus decemguttatus,-43.18,-22.09,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-46.63,-23.54,Brazil,South America,Serra do Mar coastal forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-56,-26.73,Paraguay,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-52.64,5.16,French Guiana,South America,Amazon-Orinoco-Southern Caribbean mangroves,Neotropic
Stiretrus,Stiretrus decemguttatus,-52.4927,5.0047,French Guiana,South America,Amazon-Orinoco-Southern Caribbean mangroves,Neotropic
Stiretrus,Stiretrus decemguttatus,-52.5,4.9,French Guiana,South America,Guianan lowland moist forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-67.61,10.38,Venezuela,South America,Cordillera La Costa montane forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-59.98,-3.09,Brazil,South America,Japurá-Solimões-Negro moist forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-47.01,-22.91,Brazil,South America,Serra do Mar coastal forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-53.85,-27.23,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-43.1,-22.5,Brazil,South America,Serra do Mar coastal forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-44.56,-22.49,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-51.42,-23.41,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-43.39,-22.96,Brazil,South America,Serra do Mar coastal forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-42.87,-20.75,Brazil,South America,Bahia interior forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-43.93,-19.91,Brazil,South America,Bahia interior forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-52.39,-27.18,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-47.85,-15.8,Brazil,South America,Cerrado,Neotropic
Stiretrus,Stiretrus decemguttatus,-42.48,-22.33,Brazil,South America,Serra do Mar coastal forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-64.35,-22.73,Bolivia,South America,Southern Andean Yungas,Neotropic
Stiretrus,Stiretrus decemguttatus,-50.55,-29.46,Brazil,South America,Araucaria moist forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-49.28,-28.35,Brazil,South America,Serra do Mar coastal forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-40.59,-19.93,Brazil,South America,Bahia coastal forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-52.47,-23.62,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-50.16,-25.09,Brazil,South America,Cerrado,Neotropic
Stiretrus,Stiretrus decemguttatus,-50.14,-25.11,Brazil,South America,Cerrado,Neotropic
Stiretrus,Stiretrus decemguttatus,-39.85,-18.72,Brazil,South America,Bahia coastal forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-55.71,-27.21,Paraguay,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-49.27,-25.32,Brazil,South America,Araucaria moist forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-44.28,-2.53,Brazil,South America,Maranhão Babaçu forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-47.08,-22.82,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-50.32,-27.81,Brazil,South America,Araucaria moist forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-48.45,-1.32,Brazil,South America,Tocantins/Pindare moist forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-48.478,-1.4675,Brazil,South America,Tocantins/Pindare moist forests,Neotropic
Stiretrus,Stiretrus decemguttatus,-60.02,-3.11,Brazil,South America,Japurá-Solimões-Negro moist forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-58.37,-34.61,Argentina,South America,Humid Pampas,Neotropic
Stiretrus,Stiretrus erythrocephalus,-60.33,-34.66,Argentina,South America,Humid Pampas,Neotropic
Stiretrus,Stiretrus erythrocephalus,-57.95,-34.92,Argentina,South America,Humid Pampas,Neotropic
Stiretrus,Stiretrus erythrocephalus,-57.97,-34.83,Argentina,South America,Humid Pampas,Neotropic
Stiretrus,Stiretrus erythrocephalus,-64.58,-32.25,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus erythrocephalus,-64.48,-31.08,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus erythrocephalus,-65.04,-32.21,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus erythrocephalus,-56.25,-28.25,Argentina,South America,Southern Cone Mesopotamian savanna,Neotropic
Stiretrus,Stiretrus erythrocephalus,-60.52,-31.73,Argentina,South America,Espinal,Neotropic
Stiretrus,Stiretrus erythrocephalus,-58.17,-26.18,Argentina,South America,Paraná flooded savanna,Neotropic
Stiretrus,Stiretrus erythrocephalus,-65.93,-29.08,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus erythrocephalus,-55.89,-27.36,Argentina,South America,Southern Cone Mesopotamian savanna,Neotropic
Stiretrus,Stiretrus erythrocephalus,-55.33,-27.25,Argentina,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-64.32,-23.13,Argentina,South America,Southern Andean Yungas,Neotropic
Stiretrus,Stiretrus erythrocephalus,-60.63,-32.94,Argentina,South America,Paraná flooded savanna,Neotropic
Stiretrus,Stiretrus erythrocephalus,-60.74,-31.68,Argentina,South America,Paraná flooded savanna,Neotropic
Stiretrus,Stiretrus erythrocephalus,-65.22,-26.82,Argentina,South America,Southern Andean Yungas,Neotropic
Stiretrus,Stiretrus erythrocephalus,-43.93,-19.91,Brazil,South America,Bahia interior forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-45.46,-22.42,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-46.87,-23.51,Brazil,South America,Serra do Mar coastal forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-47.06,-22.9,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-49.26,-16.68,Brazil,South America,Cerrado,Neotropic
Stiretrus,Stiretrus erythrocephalus,-47.06,-22.81,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-51.16,-23.31,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-49.37,-20.81,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-53.81,-29.68,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-42.87,-20.75,Brazil,South America,Bahia interior forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-51.63,-30.11,Brazil,South America,Uruguayan savanna,Neotropic
Stiretrus,Stiretrus erythrocephalus,-52.4,-27.18,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-65.73,-28.28,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus erythrocephalus,-49.3,-28.71,Brazil,South America,Serra do Mar coastal forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-50.01,-24.79,Brazil,South America,Araucaria moist forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-40.59,-19.93,Brazil,South America,Bahia coastal forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-50.16,-25.09,Brazil,South America,Cerrado,Neotropic
Stiretrus,Stiretrus erythrocephalus,-40.06,-19.39,Brazil,South America,Bahia coastal forests,Neotropic
Stiretrus,Stiretrus erythrocephalus,-49.72,-24.26,Brazil,South America,Cerrado,Neotropic
Stiretrus,Stiretrus erythrocephalus,-65.43,-24.77,Argentina,South America,Dry Chaco,Neotropic
Stiretrus,Stiretrus erythrocephalus,-52.41,-27.16,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus loratus,-58.37,-34.61,Argentina,South America,Humid Pampas,Neotropic
Stiretrus,Stiretrus loratus,-55.33,-27.25,Argentina,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus loratus,-55.4,-27.93,Argentina,South America,Southern Cone Mesopotamian savanna,Neotropic
Stiretrus,Stiretrus loratus,-52.33,4.93,French Guiana,South America,Amazon-Orinoco-Southern Caribbean mangroves,Neotropic
Stiretrus,Stiretrus loratus,-58,-23.33,Paraguay,South America,Humid Chaco,Neotropic
Stiretrus,Stiretrus loratus,-71.4,-12.9,Peru,South America,Peruvian Yungas,Neotropic
Stiretrus,Stiretrus loratus,-50.32,-27.81,Brazil,South America,Araucaria moist forests,Neotropic
Stiretrus,Stiretrus loratus,-52.39,-27.18,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Stiretrus,Stiretrus loratus,-40.5751,-19.5815,Brazil,South America,Bahia interior forests,Neotropic
Stiretrus,Stiretrus quinquepunctatus,-68.41,18.6,Dominican Republic,North America,Hispaniolan moist forests,Neotropic
Supputius,Supputius cincticeps,-49.37,-28.94,Brazil,South America,Atlantic Coast restingas,Neotropic
Supputius,Supputius cincticeps,-49.43,-28.69,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-49.5,-28.7,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-49.31,-28.71,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-51.16,-23.31,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-51.21,-30.03,Brazil,South America,Uruguayan savanna,Neotropic
Supputius,Supputius cincticeps,-40.59,-19.93,Brazil,South America,Bahia coastal forests,Neotropic
Supputius,Supputius cincticeps,-48.81,-15.92,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-46.87,-23.51,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-51.72,-29.96,Brazil,South America,Uruguayan savanna,Neotropic
Supputius,Supputius cincticeps,-49.22,-25.29,Brazil,South America,Araucaria moist forests,Neotropic
Supputius,Supputius cincticeps,-55.64,-26.94,Paraguay,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-43.21,-22.95,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-54.01,-28.25,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-52.67,-31.39,Brazil,South America,Uruguayan savanna,Neotropic
Supputius,Supputius cincticeps,-47.7,-15.58,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-49.23,-25.44,Brazil,South America,Araucaria moist forests,Neotropic
Supputius,Supputius cincticeps,-47.86,-15.8,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-52.39,-27.18,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-54.62,-26.33,Argentina,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-43.2,-22.95,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-43.96,-19.87,Brazil,South America,Bahia interior forests,Neotropic
Supputius,Supputius cincticeps,-45.87,-23.63,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-45.34,-23.82,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-56.26,-16.16,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-43.27,-22.95,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-53.83,-24.28,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-46.63,-23.54,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-67.36,9.91,Venezuela,South America,La Costa xeric shrublands,Neotropic
Supputius,Supputius cincticeps,-49.24,-26.43,Brazil,South America,Araucaria moist forests,Neotropic
Supputius,Supputius cincticeps,-49.27,-16.68,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-57.72,-34.42,Uruguay,South America,Uruguayan savanna,Neotropic
Supputius,Supputius cincticeps,-67.08,-0.12,Brazil,South America,Negro-Branco moist forests,Neotropic
Supputius,Supputius cincticeps,-52.33,-31.76,Brazil,South America,Uruguayan savanna,Neotropic
Supputius,Supputius cincticeps,-50.16,-25.09,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-40.86,-18.69,Brazil,South America,Bahia interior forests,Neotropic
Supputius,Supputius cincticeps,-45.29,-21.85,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-46.11,-20.97,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-63.86,-8.76,Brazil,South America,Monte Alegre várzea,Neotropic
Supputius,Supputius cincticeps,-48.84,-15.79,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-48.5,-27.7,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-53.81,-29.68,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-50.98,-29.94,Brazil,South America,Uruguayan savanna,Neotropic
Supputius,Supputius cincticeps,-48.8134,-15.9182,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-47.07,-22.81,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-47.45,-23.5,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-49.71,-25.76,Brazil,South America,Araucaria moist forests,Neotropic
Supputius,Supputius cincticeps,-49.2041,-24.2914,Brazil,South America,Cerrado,Neotropic
Supputius,Supputius cincticeps,-47.63,-22.71,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-54,-28.25,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-57.55,-30.2,Brazil,South America,Uruguayan savanna,Neotropic
Supputius,Supputius cincticeps,-42.87,-20.75,Brazil,South America,Bahia interior forests,Neotropic
Supputius,Supputius cincticeps,-46.87,-23.52,Brazil,South America,Serra do Mar coastal forests,Neotropic
Supputius,Supputius cincticeps,-52.27,-27.63,Brazil,South America,Araucaria moist forests,Neotropic
Supputius,Supputius cincticeps,-53.92,-28.38,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-54.31,-27.63,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-52.58,-32.5,Brazil,South America,Uruguayan savanna,Neotropic
Supputius,Supputius cincticeps,-53.85,-27.23,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-53.93,-27.45,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius cincticeps,-51.1263,-30.0749,Brazil,South America,Uruguayan savanna,Neotropic
Supputius,Supputius pulchicornis,-96.8,18.93,México,North America,Petén-Veracruz moist forests,Neotropic
Supputius,Supputius pulchicornis,-99.23,18.92,México,North America,Balsas dry forests,Neotropic
Supputius,Supputius typicus,-86.51,15.73,Honduras,North America,Central American Atlantic moist forests,Neotropic
Supputius,Supputius typicus,-95.21,18.44,México,North America,Sierra de los Tuxtlas,Neotropic
Supputius,Supputius typicus,-88.04,19.57,México,North America,Yucatán moist forests,Neotropic
Supputius,Supputius typicus,-95,18.47,México,North America,Sierra de los Tuxtlas,Neotropic
Supputius,Supputius typicus,-58.88,-3.31,Brazil,South America,Uatumã-Trombetas moist forests,Neotropic
Supputius,Supputius typicus,-98.78,21.26,México,North America,Veracruz moist forests,Neotropic
Supputius,Supputius typicus,-83.2,8.7,Costa Rica,North America,Isthmian-Pacific moist forests,Neotropic
Supputius,Supputius typicus,-51.35,-20.43,Brazil,South America,Alto Paraná Atlantic forests,Neotropic
Supputius,Supputius typicus,-72.99,9.39,Venezuela,South America,Catatumbo moist forests,Neotropic
Supputius,Supputius typicus,-62.48,-10.43,Brazil,South America,Madeira-Tapajós moist forests,Neotropic
Supputius,Supputius typicus,-74.92,-9.61,Peru,South America,Ucayali moist forests,Neotropic
Supputius,Supputius typicus,-82.6847,8.5453,Panama,North America,Isthmian-Pacific moist forests,Neotropic
Troilus,Troilus luridus,134.26,46.81,Russia,Europe,Manchurian mixed forests,Palearctic
Troilus,Troilus luridus,43.08,40.59,Turkey,Asia,Eastern Anatolian montane steppe,Palearctic
Troilus,Troilus luridus,-0.4,42.13,Spain,Europe,Iberian sclerophyllous and semi-deciduous forests,Palearctic
Troilus,Troilus luridus,-4.03,43.2,Spain,Europe,Cantabrian mixed forests,Palearctic
Troilus,Troilus luridus,-4,41.16,Spain,Europe,Iberian sclerophyllous and semi-deciduous forests,Palearctic
Troilus,Troilus luridus,2.15,41.38,Spain,Europe,Northeast Spain and Southern France Mediterranean forests,Palearctic
Troilus,Troilus luridus,2.82,41.98,Spain,Europe,Northeast Spain and Southern France Mediterranean forests,Palearctic
Troilus,Troilus luridus,-7.5,43,Spain,Europe,Cantabrian mixed forests,Palearctic
Troilus,Troilus luridus,-8.64,42.43,Spain,Europe,Cantabrian mixed forests,Palearctic
Troilus,Troilus luridus,-1.66,42.75,Spain,Europe,Cantabrian mixed forests,Palearctic
Troilus,Troilus luridus,-8.8,39.74,Portugal,Europe,Southwest Iberian Mediterranean sclerophyllous and mixed forests,Palearctic
Troilus,Troilus luridus,37.61,55.75,Russia,Europe,Sarmatic mixed forests,Palearctic
Troilus,Troilus luridus,102.75,37.75,China,Asia,Alashan Plateau semi-desert,Palearctic
Troilus,Troilus luridus,107,27,China,Asia,Guizhou Plateau broadleaf and mixed forests,Palearctic
Troilus,Troilus luridus,115.66,39,China,Asia,Huang He Plain mixed forests,Palearctic
Troilus,Troilus luridus,114.75,43.5,China,Asia,Mongolian-Manchurian grassland,Palearctic
Troilus,Troilus luridus,102.66,30.5,China,Asia,Qionglai-Minshan conifer forests,Palearctic
Troilus,Troilus luridus,88,31.66,China,Asia,Central Tibetan Plateau alpine steppe,Palearctic
Troilus,Troilus luridus,101.5,25,China,Asia,Yunnan Plateau subtropical evergreen forests,Palearctic
Troilus,Troilus luridus,18.03,48.88,Slovakia,Europe,Pannonian mixed forests,Palearctic
Troilus,Troilus luridus,13.76,49.23,Czechia,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,12.87,50.65,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,7.09,50.73,Germany,Europe,European Atlantic mixed forests,Palearctic
Troilus,Troilus luridus,7.09,50.71,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,7.44,50.07,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,7.45,49.78,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,7.58,50.35,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,7.06,50.65,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,11.74,47.64,Germany,Europe,Alps conifer and mixed forests,Palearctic
Troilus,Troilus luridus,8.86,50.67,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,12.55,48.21,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus luridus,14.17,50.99,Germany,Europe,Western European broadleaf forests,Palearctic
Troilus,Troilus testaceus,88,31.66,China,Asia,Central Tibetan Plateau alpine steppe,Palearctic
Troilus,Troilus testaceus,101.5,25,China,Asia,Yunnan Plateau subtropical evergreen forests,Palearctic
Tylospilus,Tylospilus acutissimus,-87.11,14.5,Honduras,North America,Central American pine-oak forests,Neotropic
Tylospilus,Tylospilus acutissimus,-104.46,33.36,United States,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-104.64,36.6,United States,North America,Western shortgrass prairie,Nearctic
Tylospilus,Tylospilus acutissimus,-103.34,34.57,United States,North America,Western shortgrass prairie,Nearctic
Tylospilus,Tylospilus acutissimus,-106.83,32.35,United States,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-104.3,32.47,United States,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-108.71,31.91,United States,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-105.45,33.74,United States,North America,Western shortgrass prairie,Nearctic
Tylospilus,Tylospilus acutissimus,-103.48,34.02,United States,North America,Western shortgrass prairie,Nearctic
Tylospilus,Tylospilus acutissimus,-111.16,25.95,México,North America,Gulf of California xeric scrub,Nearctic
Tylospilus,Tylospilus acutissimus,-114.41,29.63,México,North America,Baja California desert,Nearctic
Tylospilus,Tylospilus acutissimus,-109.69,23.43,México,North America,Sierra de la Laguna dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-111.25,25.78,México,North America,Gulf of California xeric scrub,Nearctic
Tylospilus,Tylospilus acutissimus,-110.18,29.79,México,North America,Sonoran-Sinaloan subtropical dry forest,Nearctic
Tylospilus,Tylospilus acutissimus,-110.58,29.79,México,North America,Sonoran desert,Nearctic
Tylospilus,Tylospilus acutissimus,-108.9,27.08,México,North America,Sinaloan dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-111.11,30.16,México,North America,Sonoran desert,Nearctic
Tylospilus,Tylospilus acutissimus,-109.53,27.1,México,North America,Sonoran-Sinaloan subtropical dry forest,Nearctic
Tylospilus,Tylospilus acutissimus,-108.07,30.3,México,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-107.91,30.44,México,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-105.13,27.02,México,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-105.49,30.58,México,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-102.94,25.48,México,North America,Meseta Central matorral,Nearctic
Tylospilus,Tylospilus acutissimus,-102.98,25.75,México,North America,Chihuahuan desert,Nearctic
Tylospilus,Tylospilus acutissimus,-106.4,23.23,México,North America,Northern Mesoamerican Pacific mangroves,Neotropic
Tylospilus,Tylospilus acutissimus,-106,23.36,México,North America,Sierra Madre Occidental pine-oak forests,Nearctic
Tylospilus,Tylospilus acutissimus,-105.44,24.09,México,North America,Sierra Madre Occidental pine-oak forests,Nearctic
Tylospilus,Tylospilus acutissimus,-99.75,25.58,México,North America,Tamaulipan mezquital,Nearctic
Tylospilus,Tylospilus acutissimus,-100.17,23.42,México,North America,Meseta Central matorral,Nearctic
Tylospilus,Tylospilus acutissimus,-99.07,22.96,México,North America,Veracruz moist forests,Neotropic
Tylospilus,Tylospilus acutissimus,-102.25,22.56,México,North America,Central Mexican matorral,Nearctic
Tylospilus,Tylospilus acutissimus,-100.97,22.14,México,North America,Central Mexican matorral,Nearctic
Tylospilus,Tylospilus acutissimus,-102.28,21.88,México,North America,Central Mexican matorral,Nearctic
Tylospilus,Tylospilus acutissimus,-105.07,19.52,México,North America,Jalisco dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-101.19,20.39,México,North America,Bajío dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-104.03,20.55,México,North America,Sinaloan dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-101.83,19.16,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Tylospilus,Tylospilus acutissimus,-99,20.5,México,North America,Sierra Madre Oriental pine-oak forests,Nearctic
Tylospilus,Tylospilus acutissimus,-97.09,18.85,México,North America,Petén-Veracruz moist forests,Neotropic
Tylospilus,Tylospilus acutissimus,-97,18.9,México,North America,Petén-Veracruz moist forests,Neotropic
Tylospilus,Tylospilus acutissimus,-99.49,18.94,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Tylospilus,Tylospilus acutissimus,-99.54,18.34,México,North America,Balsas dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-99.12,19.42,México,North America,Central Mexican matorral,Nearctic
Tylospilus,Tylospilus acutissimus,-99,18.66,México,North America,Balsas dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-98.46,18.6,México,North America,Balsas dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-96.76,17.04,México,North America,Southern Pacific dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-98.05,16.34,México,North America,Southern Pacific dry forests,Neotropic
Tylospilus,Tylospilus acutissimus,-92.13,16.24,México,North America,Central American pine-oak forests,Neotropic
Tylospilus,Tylospilus acutissimus,-86.73,21.23,México,North America,Mesoamerican Gulf-Caribbean mangroves,Neotropic
Tylospilus,Tylospilus acutissimus,-99.03,18.97,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Tylospilus,Tylospilus acutissimus,-71.37,19.85,Dominican Republic,North America,Bahamian-Antillean mangroves,Neotropic
